,away_WP,to_WP,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot,day_0,day_4,day_5,day_6,midweek,month_1,month_2,month_3,month_4,month_11,month_12,days_since_start,vet_day,thanksgiv,xmas,mlk_day,pres_day,xmas_sat,mlk_sat,xmas_sun,mlk_sun,xmas_fri,mlk_fri,xmas_mon,mlk_mon,spring_break,new_24_sq,new_24_cu,new_24_sqrt,ln_new_24,basedepth_sq,basedepth_cu,basedepth_sqrt,ln_basedepth,open_trails_sq,open_trails_cu,open_trails_sqrt,ln_open_trails,open_lifts_sq,open_lifts_cu,open_lifts_sqrt,ln_open_lifts,open_percent_sq,open_percent_cu,open_percent_sqrt,ln_open_percent,tot_snow_sq,tot_snow_cu,tot_snow_sqrt,ln_tot_snow,week_snow_tot_sq,week_snow_tot_cu,week_snow_tot_sqrt,ln_week_snow_tot,2day_snow_tot_sq,2day_snow_tot_cu,2day_snow_tot_sqrt,ln_2day_snow_tot,3day_snow_tot_sq,3day_snow_tot_cu,3day_snow_tot_sqrt,ln_3day_snow_tot,4day_snow_tot_sq,4day_snow_tot_cu,4day_snow_tot_sqrt,ln_4day_snow_tot,5day_snow_tot_sq,5day_snow_tot_cu,5day_snow_tot_sqrt,ln_5day_snow_tot,6day_snow_tot_sq,6day_snow_tot_cu,6day_snow_tot_sqrt,ln_6day_snow_tot,days_since_start_sq,days_since_start_cu,days_since_start_sqrt,ln_days_since_start
2/22/12,2074,2075,3989,1,58,127,19,80,116,8,2,6,6,7,7,0,0,0,0,1,0,1,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3364,195112,7.615773106,4.060443011,16129,2048383,11.26942767,4.844187086,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,13456,1560896,10.77032961,4.753590191,64,512,2.828427125,2.079441542,4,8,1.414213562,0.693147181,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,10404,1061208,10.09950494,4.624972813
2/23/12,1043,1691,4637,7,63,128,19,80,123,14,8,9,13,13,14,0,0,0,0,1,0,1,0,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,343,2.645751311,1.945910149,3969,250047,7.937253933,4.143134726,16384,2097152,11.3137085,4.852030264,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,15129,1860867,11.09053651,4.812184355,196,2744,3.741657387,2.63905733,64,512,2.828427125,2.079441542,81,729,3,2.197224577,169,2197,3.605551275,2.564949357,169,2197,3.605551275,2.564949357,196,2744,3.741657387,2.63905733,10609,1092727,10.14889157,4.634728988
2/24/12,3352,6411,7696,1,63,128,19,80,124,15,8,9,10,14,14,0,1,0,0,0,0,1,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3969,250047,7.937253933,4.143134726,16384,2097152,11.3137085,4.852030264,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,15376,1906624,11.13552873,4.820281566,225,3375,3.872983346,2.708050201,64,512,2.828427125,2.079441542,81,729,3,2.197224577,100,1000,3.16227766,2.302585093,196,2744,3.741657387,2.63905733,196,2744,3.741657387,2.63905733,10816,1124864,10.19803903,4.644390899
2/25/12,4996,5498,8198,0,61,128,24,80,124,14,1,8,9,10,14,0,0,1,0,0,0,1,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3721,226981,7.810249676,4.110873864,16384,2097152,11.3137085,4.852030264,576,13824,4.898979486,3.17805383,6400,512000,8.94427191,4.382026635,15376,1906624,11.13552873,4.820281566,196,2744,3.741657387,2.63905733,1,1,1,0,64,512,2.828427125,2.079441542,81,729,3,2.197224577,100,1000,3.16227766,2.302585093,196,2744,3.741657387,2.63905733,11025,1157625,10.24695077,4.65396035
2/26/12,7147,3134,4185,2,61,129,23,80,126,16,2,3,10,11,12,0,0,0,1,0,0,1,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.414213562,0.693147181,3721,226981,7.810249676,4.110873864,16641,2146689,11.35781669,4.859812404,529,12167,4.795831523,3.135494216,6400,512000,8.94427191,4.382026635,15876,2000376,11.22497216,4.836281907,256,4096,4,2.772588722,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,100,1000,3.16227766,2.302585093,121,1331,3.31662479,2.397895273,144,1728,3.464101615,2.48490665,11236,1191016,10.29563014,4.663439094
2/27/12,2938,2142,3389,0,59,129,19,85,126,12,2,2,3,10,11,1,0,0,0,0,0,1,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3481,205379,7.681145748,4.077537444,16641,2146689,11.35781669,4.859812404,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,15876,2000376,11.22497216,4.836281907,144,1728,3.464101615,2.48490665,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,100,1000,3.16227766,2.302585093,121,1331,3.31662479,2.397895273,11449,1225043,10.34408043,4.672828834
2/28/12,1607,1640,3422,0,59,129,19,85,126,11,0,2,2,3,10,0,0,0,0,1,0,1,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3481,205379,7.681145748,4.077537444,16641,2146689,11.35781669,4.859812404,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,15876,2000376,11.22497216,4.836281907,121,1331,3.31662479,2.397895273,0,0,0,#NAME?,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,100,1000,3.16227766,2.302585093,11664,1259712,10.39230485,4.682131227
2/29/12,2386,2567,3603,9,67,129,19,85,135,19,9,9,11,11,12,0,0,0,0,1,0,1,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,729,3,2.197224577,4489,300763,8.185352772,4.204692619,16641,2146689,11.35781669,4.859812404,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,18225,2460375,11.61895004,4.905274778,361,6859,4.358898944,2.944438979,81,729,3,2.197224577,81,729,3,2.197224577,121,1331,3.31662479,2.397895273,121,1331,3.31662479,2.397895273,144,1728,3.464101615,2.48490665,11881,1295029,10.44030651,4.691347882
3/1/12,0,843,4446,1,64,129,19,85,136,13,10,10,10,12,12,0,0,0,0,1,0,0,1,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4096,262144,8,4.158883083,16641,2146689,11.35781669,4.859812404,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,18496,2515456,11.66190379,4.912654886,169,2197,3.605551275,2.564949357,100,1000,3.16227766,2.302585093,100,1000,3.16227766,2.302585093,100,1000,3.16227766,2.302585093,144,1728,3.464101615,2.48490665,144,1728,3.464101615,2.48490665,12100,1331000,10.48808848,4.700480366
3/2/12,0,3982,8428,6,64,129,19,85,142,18,7,16,16,16,18,0,1,0,0,0,0,0,1,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,216,2.449489743,1.791759469,4096,262144,8,4.158883083,16641,2146689,11.35781669,4.859812404,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,20164,2863288,11.91637529,4.955827058,324,5832,4.242640687,2.890371758,49,343,2.645751311,1.945910149,256,4096,4,2.772588722,256,4096,4,2.772588722,256,4096,4,2.772588722,324,5832,4.242640687,2.890371758,12321,1367631,10.53565375,4.709530201
3/3/12,4848,5345,8925,1,68,129,24,85,143,19,7,8,17,17,17,0,0,1,0,0,0,0,1,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4624,314432,8.246211251,4.219507705,16641,2146689,11.35781669,4.859812404,576,13824,4.898979486,3.17805383,7225,614125,9.219544457,4.442651256,20449,2924207,11.95826074,4.96284463,361,6859,4.358898944,2.944438979,49,343,2.645751311,1.945910149,64,512,2.828427125,2.079441542,289,4913,4.123105626,2.833213344,289,4913,4.123105626,2.833213344,289,4913,4.123105626,2.833213344,12544,1404928,10.58300524,4.718498871
3/4/12,8124,3509,4310,1,64,128,23,85,144,18,2,8,9,18,18,0,0,0,1,0,0,0,1,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4096,262144,8,4.158883083,16384,2097152,11.3137085,4.852030264,529,12167,4.795831523,3.135494216,7225,614125,9.219544457,4.442651256,20736,2985984,12,4.9698133,324,5832,4.242640687,2.890371758,4,8,1.414213562,0.693147181,64,512,2.828427125,2.079441542,81,729,3,2.197224577,324,5832,4.242640687,2.890371758,324,5832,4.242640687,2.890371758,12769,1442897,10.63014581,4.727387819
3/5/12,2966,2253,3597,2,65,132,19,85,146,20,3,4,10,11,20,1,0,0,0,0,0,0,1,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.414213562,0.693147181,4225,274625,8.062257748,4.17438727,17424,2299968,11.48912529,4.882801923,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,400,8000,4.472135955,2.995732274,9,27,1.732050808,1.098612289,16,64,2,1.386294361,100,1000,3.16227766,2.302585093,121,1331,3.31662479,2.397895273,400,8000,4.472135955,2.995732274,12996,1481544,10.67707825,4.736198448
3/6/12,2356,2264,3505,0,64,132,19,85,146,20,2,3,4,10,11,0,0,0,0,1,0,0,1,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,4096,262144,8,4.158883083,17424,2299968,11.48912529,4.882801923,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,400,8000,4.472135955,2.995732274,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,16,64,2,1.386294361,100,1000,3.16227766,2.302585093,121,1331,3.31662479,2.397895273,13225,1520875,10.72380529,4.744932128
3/7/12,1947,2077,3635,0,63,132,19,85,146,11,0,2,3,4,10,0,0,0,0,1,0,0,1,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3969,250047,7.937253933,4.143134726,17424,2299968,11.48912529,4.882801923,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,121,1331,3.31662479,2.397895273,0,0,0,#NAME?,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,16,64,2,1.386294361,100,1000,3.16227766,2.302585093,13456,1560896,10.77032961,4.753590191
3/8/12,2347,2827,4115,0,63,132,19,85,146,10,0,0,2,3,4,0,0,0,0,1,0,0,1,0,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3969,250047,7.937253933,4.143134726,17424,2299968,11.48912529,4.882801923,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,100,1000,3.16227766,2.302585093,0,0,0,#NAME?,0,0,0,#NAME?,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,16,64,2,1.386294361,13689,1601613,10.81665383,4.762173935
3/9/12,2983,5594,6726,0,62,132,19,85,146,4,0,0,0,2,3,0,1,0,0,0,0,0,1,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3844,238328,7.874007874,4.127134385,17424,2299968,11.48912529,4.882801923,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,13924,1643032,10.86278049,4.770684624
3/10/12,4336,5520,7910,0,62,127,24,85,146,3,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3844,238328,7.874007874,4.127134385,16129,2048383,11.26942767,4.844187086,576,13824,4.898979486,3.17805383,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,9,27,1.732050808,1.098612289,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,4,8,1.414213562,0.693147181,14161,1685159,10.90871211,4.779123493
3/11/12,1949,0,5961,0,61,127,23,85,146,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3721,226981,7.810249676,4.110873864,16129,2048383,11.26942767,4.844187086,529,12167,4.795831523,3.135494216,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,4,8,1.414213562,0.693147181,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,14400,1728000,10.95445115,4.787491743
3/12/12,2821,2543,5683,0,59,127,19,85,146,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3481,205379,7.681145748,4.077537444,16129,2048383,11.26942767,4.844187086,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,14641,1771561,11,4.795790546
3/13/12,2506,2352,5529,0,58,127,19,85,146,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3364,195112,7.615773106,4.060443011,16129,2048383,11.26942767,4.844187086,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,14884,1815848,11.04536102,4.804021045
3/14/12,2687,2560,5402,0,58,127,19,85,146,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3364,195112,7.615773106,4.060443011,16129,2048383,11.26942767,4.844187086,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,15129,1860867,11.09053651,4.812184355
3/15/12,2787,2865,5480,0,58,127,20,85,146,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3364,195112,7.615773106,4.060443011,16129,2048383,11.26942767,4.844187086,400,8000,4.472135955,2.995732274,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,15376,1906624,11.13552873,4.820281566
3/16/12,3291,4648,6837,0,57,126,20,85,146,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3249,185193,7.549834435,4.043051268,15876,2000376,11.22497216,4.836281907,400,8000,4.472135955,2.995732274,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,15625,1953125,11.18033989,4.828313737
3/17/12,3821,4145,7161,0,57,125,24,85,146,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3249,185193,7.549834435,4.043051268,15625,1953125,11.18033989,4.828313737,576,13824,4.898979486,3.17805383,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,15876,2000376,11.22497216,4.836281907
3/18/12,4877,2718,5002,0,56,125,23,85,146,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3136,175616,7.483314774,4.025351691,15625,1953125,11.18033989,4.828313737,529,12167,4.795831523,3.135494216,7225,614125,9.219544457,4.442651256,21316,3112136,12.08304597,4.983606622,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,16129,2048383,11.26942767,4.844187086
3/19/12,2180,2014,4836,4,58,125,19,85,150,4,4,4,4,4,4,1,0,0,0,0,0,0,1,0,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2,1.386294361,3364,195112,7.615773106,4.060443011,15625,1953125,11.18033989,4.828313737,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,22500,3375000,12.24744871,5.010635294,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16384,2097152,11.3137085,4.852030264
3/20/12,2325,2238,4749,3,60,125,19,85,153,7,7,7,7,7,7,0,0,0,0,1,0,0,1,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,1.732050808,1.098612289,3600,216000,7.745966692,4.094344562,15625,1953125,11.18033989,4.828313737,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,23409,3581577,12.36931688,5.030437921,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,16641,2146689,11.35781669,4.859812404
3/21/12,2533,2453,4669,0,61,125,19,85,153,7,3,7,7,7,7,0,0,0,0,1,0,0,1,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3721,226981,7.810249676,4.110873864,15625,1953125,11.18033989,4.828313737,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,23409,3581577,12.36931688,5.030437921,49,343,2.645751311,1.945910149,9,27,1.732050808,1.098612289,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,16900,2197000,11.40175425,4.86753445
3/22/12,2503,2797,4963,0,59,125,19,85,153,7,0,3,7,7,7,0,0,0,0,1,0,0,1,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3481,205379,7.681145748,4.077537444,15625,1953125,11.18033989,4.828313737,361,6859,4.358898944,2.944438979,7225,614125,9.219544457,4.442651256,23409,3581577,12.36931688,5.030437921,49,343,2.645751311,1.945910149,0,0,0,#NAME?,9,27,1.732050808,1.098612289,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,17161,2248091,11.44552314,4.875197323
3/23/12,2945,4555,6573,0,57,123,20,80,153,7,0,0,3,7,7,0,1,0,0,0,0,0,1,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3249,185193,7.549834435,4.043051268,15129,1860867,11.09053651,4.812184355,400,8000,4.472135955,2.995732274,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,49,343,2.645751311,1.945910149,0,0,0,#NAME?,0,0,0,#NAME?,9,27,1.732050808,1.098612289,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,17424,2299968,11.48912529,4.882801923
3/24/12,3573,4293,7293,0,54,123,24,80,153,7,0,0,0,3,7,0,0,1,0,0,0,0,1,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2916,157464,7.348469228,3.988984047,15129,1860867,11.09053651,4.812184355,576,13824,4.898979486,3.17805383,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,49,343,2.645751311,1.945910149,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,9,27,1.732050808,1.098612289,49,343,2.645751311,1.945910149,17689,2352637,11.53256259,4.890349128
3/25/12,4635,2896,5554,0,55,123,23.5,80,153,7,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3025,166375,7.416198487,4.007333185,15129,1860867,11.09053651,4.812184355,552.25,12977.875,4.847679857,3.157000421,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,49,343,2.645751311,1.945910149,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,9,27,1.732050808,1.098612289,17956,2406104,11.5758369,4.8978398
3/26/12,2837,2400,5117,0,55,123,19,80,153,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,3025,166375,7.416198487,4.007333185,15129,1860867,11.09053651,4.812184355,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,9,27,1.732050808,1.098612289,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,18225,2460375,11.61895004,4.905274778
3/27/12,2571,2408,4954,0,54,122,19,80,153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2916,157464,7.348469228,3.988984047,14884,1815848,11.04536102,4.804021045,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,18496,2515456,11.66190379,4.912654886
3/28/12,2574,2675,5055,0,54,115,19,80,153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2916,157464,7.348469228,3.988984047,13225,1520875,10.72380529,4.744932128,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,18769,2571353,11.70469991,4.919980926
3/29/12,2639,2892,5308,0,53,116,19,80,153,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2809,148877,7.280109889,3.970291914,13456,1560896,10.77032961,4.753590191,361,6859,4.358898944,2.944438979,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,19044,2628072,11.74734012,4.927253685
3/30/12,3070,3767,6005,0,52,115,18,80,153,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2704,140608,7.211102551,3.951243719,13225,1520875,10.72380529,4.744932128,324,5832,4.242640687,2.890371758,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,19321,2685619,11.78982612,4.934473933
3/31/12,3250,2938,5693,0,51,112,20,80,153,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2601,132651,7.141428429,3.931825633,12544,1404928,10.58300524,4.718498871,400,8000,4.472135955,2.995732274,6400,512000,8.94427191,4.382026635,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,19600,2744000,11.83215957,4.941642423
4/1/12,4210,1971,3454,0,49,104,19,70,153,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2401,117649,7,3.891820298,10816,1124864,10.19803903,4.644390899,361,6859,4.358898944,2.944438979,4900,343000,8.366600265,4.248495242,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,19881,2803221,11.87434209,4.94875989
4/2/12,1890,1494,3058,0,49,91,15,60,153,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2401,117649,7,3.891820298,8281,753571,9.539392014,4.510859507,225,3375,3.872983346,2.708050201,3600,216000,7.745966692,4.094344562,23409,3581577,12.36931688,5.030437921,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,20164,2863288,11.91637529,4.955827058
4/3/12,1418,1353,2993,1,49,86,15,60,154,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2401,117649,7,3.891820298,7396,636056,9.273618496,4.454347296,225,3375,3.872983346,2.708050201,3600,216000,7.745966692,4.094344562,23716,3652264,12.40967365,5.036952602,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,20449,2924207,11.95826074,4.96284463
4/4/12,1861,1874,3006,1,49,84,14,60,155,2,2,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2401,117649,7,3.891820298,7056,592704,9.16515139,4.430816799,196,2744,3.741657387,2.63905733,3600,216000,7.745966692,4.094344562,24025,3723875,12.4498996,5.043425117,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,20736,2985984,12,4.9698133
4/5/12,1965,2158,3199,0,48,84,14,60,155,2,1,2,2,2,2,0,0,0,0,1,0,0,0,1,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2304,110592,6.92820323,3.871201011,7056,592704,9.16515139,4.430816799,196,2744,3.741657387,2.63905733,3600,216000,7.745966692,4.094344562,24025,3723875,12.4498996,5.043425117,4,8,1.414213562,0.693147181,1,1,1,0,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,21025,3048625,12.04159458,4.976733742
