,away_WP,to_WP,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot,day_0,day_4,day_5,day_6,midweek,month_1,month_2,month_3,month_4,month_11,month_12,days_since_start,vet_day,thanksgiv,xmas,mlk_day,pres_day,xmas_sat,mlk_sat,xmas_sun,mlk_sun,xmas_fri,mlk_fri,xmas_mon,mlk_mon,spring_break,new_24_sq,new_24_cu,new_24_sqrt,ln_new_24,basedepth_sq,basedepth_cu,basedepth_sqrt,ln_basedepth,open_trails_sq,open_trails_cu,open_trails_sqrt,ln_open_trails,open_lifts_sq,open_lifts_cu,open_lifts_sqrt,ln_open_lifts,open_percent_sq,open_percent_cu,open_percent_sqrt,ln_open_percent,tot_snow_sq,tot_snow_cu,tot_snow_sqrt,ln_tot_snow,week_snow_tot_sq,week_snow_tot_cu,week_snow_tot_sqrt,ln_week_snow_tot,2day_snow_tot_sq,2day_snow_tot_cu,2day_snow_tot_sqrt,ln_2day_snow_tot,3day_snow_tot_sq,3day_snow_tot_cu,3day_snow_tot_sqrt,ln_3day_snow_tot,4day_snow_tot_sq,4day_snow_tot_cu,4day_snow_tot_sqrt,ln_4day_snow_tot,5day_snow_tot_sq,5day_snow_tot_cu,5day_snow_tot_sqrt,ln_5day_snow_tot,6day_snow_tot_sq,6day_snow_tot_cu,6day_snow_tot_sqrt,ln_6day_snow_tot,days_since_start_sq,days_since_start_cu,days_since_start_sqrt,ln_days_since_start
12/14/11,1803,1825,3091,1,18,23,8,8,22,2,1,1,1,1,2,0,0,0,0,1,0,0,0,0,0,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,324,5832,4.242640687,2.890371758,529,12167,4.795831523,3.135494216,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,484,10648,4.69041576,3.091042453,4,8,1.414213562,0.693147181,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,4,8,1.414213562,0.693147181,1024,32768,5.656854249,3.465735903
12/15/11,1980,2257,3368,3,21,23,8,8,25,5,4,4,4,4,4,0,0,0,0,1,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,1.732050808,1.098612289,441,9261,4.582575695,3.044522438,529,12167,4.795831523,3.135494216,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,625,15625,5,3.218875825,25,125,2.236067978,1.609437912,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,1089,35937,5.744562647,3.496507561
12/16/11,2433,4203,5138,0,21,32,12,12,25,4,3,4,4,4,4,0,1,0,0,0,0,0,0,0,0,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,441,9261,4.582575695,3.044522438,1024,32768,5.656854249,3.465735903,144,1728,3.464101615,2.48490665,144,1728,3.464101615,2.48490665,625,15625,5,3.218875825,16,64,2,1.386294361,9,27,1.732050808,1.098612289,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,1156,39304,5.830951895,3.526360525
12/17/11,3240,4195,6093,0,21,31,13,15,25,4,0,3,4,4,4,0,0,1,0,0,0,0,0,0,0,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,441,9261,4.582575695,3.044522438,961,29791,5.567764363,3.433987204,169,2197,3.605551275,2.564949357,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,16,64,2,1.386294361,0,0,0,#NAME?,9,27,1.732050808,1.098612289,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,1225,42875,5.916079783,3.555348061
12/18/11,3959,3141,5275,0,21,34,14,15,25,4,0,0,3,4,4,0,0,0,1,0,0,0,0,0,0,1,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,441,9261,4.582575695,3.044522438,1156,39304,5.830951895,3.526360525,196,2744,3.741657387,2.63905733,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,9,27,1.732050808,1.098612289,16,64,2,1.386294361,16,64,2,1.386294361,1296,46656,6,3.583518938
12/19/11,2866,2724,5133,0,21,37,14,15,25,4,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,441,9261,4.582575695,3.044522438,1369,50653,6.08276253,3.610917913,196,2744,3.741657387,2.63905733,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,9,27,1.732050808,1.098612289,16,64,2,1.386294361,1369,50653,6.08276253,3.610917913
12/20/11,2817,3029,5345,0,21,37,13,15,25,4,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,441,9261,4.582575695,3.044522438,1369,50653,6.08276253,3.610917913,169,2197,3.605551275,2.564949357,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,9,27,1.732050808,1.098612289,1444,54872,6.164414003,3.63758616
12/21/11,3232,3261,5374,0,21,37,13,15,25,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,441,9261,4.582575695,3.044522438,1369,50653,6.08276253,3.610917913,169,2197,3.605551275,2.564949357,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,9,27,1.732050808,1.098612289,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,1521,59319,6.244997998,3.663561646
12/22/11,2247,2653,5780,6,26,38,13,15,31,6,6,6,6,6,6,0,0,0,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,216,2.449489743,1.791759469,676,17576,5.099019514,3.258096538,1444,54872,6.164414003,3.63758616,169,2197,3.605551275,2.564949357,225,3375,3.872983346,2.708050201,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,1600,64000,6.32455532,3.688879454
12/23/11,3815,4680,6645,0,26,42,13,20,31,6,6,6,6,6,6,0,1,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,1764,74088,6.480740698,3.737669618,169,2197,3.605551275,2.564949357,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,1681,68921,6.403124237,3.713572067
12/24/11,2582,3028,7091,0,26,42,14,20,31,6,0,6,6,6,6,0,0,1,0,0,0,0,0,0,0,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,1764,74088,6.480740698,3.737669618,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,0,0,0,#NAME?,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,1764,74088,6.480740698,3.737669618
12/25/11,2246,2802,7647,0,26,42,14,20,31,6,0,0,6,6,6,0,0,0,1,0,0,0,0,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,1764,74088,6.480740698,3.737669618,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,0,0,0,#NAME?,0,0,0,#NAME?,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,1849,79507,6.557438524,3.761200116
12/26/11,4887,5775,8535,0,26,54,14,20,31,6,0,0,0,6,6,1,0,0,0,0,0,0,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,2916,157464,7.348469228,3.988984047,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,1936,85184,6.633249581,3.784189634
12/27/11,4241,4642,8936,0,26,58,15,20,31,6,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1,45,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,3364,195112,7.615773106,4.060443011,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,36,216,2.449489743,1.791759469,2025,91125,6.708203933,3.80666249
12/28/11,4208,4611,9339,0,26,65,15,20,31,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,4225,274625,8.062257748,4.17438727,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,36,216,2.449489743,1.791759469,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,2116,97336,6.782329983,3.828641396
12/29/11,4260,4682,9761,0,26,67,15,20,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,4489,300763,8.185352772,4.204692619,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,2209,103823,6.8556546,3.850147602
12/30/11,4908,5916,10769,0,26,56,14,20,31,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,48,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,3136,175616,7.483314774,4.025351691,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,2304,110592,6.92820323,3.871201011
12/31/11,3346,3391,10814,0,26,55,14,20,31,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,49,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,#NAME?,676,17576,5.099019514,3.258096538,3025,166375,7.416198487,4.007333185,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,961,29791,5.567764363,3.433987204,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,2401,117649,7,3.891820298
1/1/12,5730,2700,7784,4,28,55,14,20,35,4,4,4,4,4,4,0,0,0,1,0,1,0,0,0,0,0,50,0,0,1,0,0,0,0,1,0,0,0,0,0,0,16,64,2,1.386294361,784,21952,5.291502622,3.33220451,3025,166375,7.416198487,4.007333185,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,2500,125000,7.071067812,3.912023005
1/2/12,6268,3267,4783,0,28,56,14,20,35,4,4,4,4,4,4,1,0,0,0,0,1,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,784,21952,5.291502622,3.33220451,3136,175616,7.483314774,4.025351691,196,2744,3.741657387,2.63905733,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,2601,132651,7.141428429,3.931825633
1/3/12,2924,2294,4153,0,28,63,15,20,35,4,0,4,4,4,4,0,0,0,0,1,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,784,21952,5.291502622,3.33220451,3969,250047,7.937253933,4.143134726,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,0,0,0,#NAME?,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,2704,140608,7.211102551,3.951243719
1/4/12,2334,2303,4122,0,28,63,15,20,35,4,0,0,4,4,4,0,0,0,0,1,1,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,784,21952,5.291502622,3.33220451,3969,250047,7.937253933,4.143134726,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,16,64,2,1.386294361,16,64,2,1.386294361,16,64,2,1.386294361,2809,148877,7.280109889,3.970291914
1/5/12,2359,2490,4253,0,31,63,15,20,35,4,0,0,0,4,4,0,0,0,0,1,1,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,961,29791,5.567764363,3.433987204,3969,250047,7.937253933,4.143134726,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,16,64,2,1.386294361,16,64,2,1.386294361,2916,157464,7.348469228,3.988984047
1/6/12,2638,4091,5706,0,31,63,15,20,35,4,0,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,961,29791,5.567764363,3.433987204,3969,250047,7.937253933,4.143134726,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,16,64,2,1.386294361,3025,166375,7.416198487,4.007333185
1/7/12,3077,3199,5828,0,31,63,15,20,35,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,961,29791,5.567764363,3.433987204,3969,250047,7.937253933,4.143134726,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,1225,42875,5.916079783,3.555348061,16,64,2,1.386294361,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,3136,175616,7.483314774,4.025351691
1/8/12,4887,2904,3845,7,30,63,15,20,42,7,7,7,7,7,7,0,0,0,1,0,1,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,343,2.645751311,1.945910149,900,27000,5.477225575,3.401197382,3969,250047,7.937253933,4.143134726,225,3375,3.872983346,2.708050201,400,8000,4.472135955,2.995732274,1764,74088,6.480740698,3.737669618,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,3249,185193,7.549834435,4.043051268
1/9/12,2387,2066,3524,0,38,71,15,25,42,7,7,7,7,7,7,1,0,0,0,0,1,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,1444,54872,6.164414003,3.63758616,5041,357911,8.426149773,4.262679877,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,1764,74088,6.480740698,3.737669618,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,3364,195112,7.615773106,4.060443011
1/10/12,2110,2069,3483,0,38,72,15,25,42,7,0,7,7,7,7,0,0,0,0,1,1,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,1444,54872,6.164414003,3.63758616,5184,373248,8.485281374,4.276666119,225,3375,3.872983346,2.708050201,625,15625,5,3.218875825,1764,74088,6.480740698,3.737669618,49,343,2.645751311,1.945910149,0,0,0,#NAME?,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,49,343,2.645751311,1.945910149,3481,205379,7.681145748,4.077537444
1/11/12,1670,1737,3550,4,39,80,16,30,46,11,4,4,11,11,11,0,0,0,0,1,1,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2,1.386294361,1521,59319,6.244997998,3.663561646,6400,512000,8.94427191,4.382026635,256,4096,4,2.772588722,900,27000,5.477225575,3.401197382,2116,97336,6.782329983,3.828641396,121,1331,3.31662479,2.397895273,16,64,2,1.386294361,16,64,2,1.386294361,121,1331,3.31662479,2.397895273,121,1331,3.31662479,2.397895273,121,1331,3.31662479,2.397895273,3600,216000,7.745966692,4.094344562
1/12/12,2681,3030,3899,4,41,88,16,35,50,15,8,8,8,15,15,0,0,0,0,1,1,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,64,2,1.386294361,1681,68921,6.403124237,3.713572067,7744,681472,9.38083152,4.477336814,256,4096,4,2.772588722,1225,42875,5.916079783,3.555348061,2500,125000,7.071067812,3.912023005,225,3375,3.872983346,2.708050201,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,225,3375,3.872983346,2.708050201,225,3375,3.872983346,2.708050201,3721,226981,7.810249676,4.110873864
1/13/12,2996,5877,6780,0,40,89,16,30,50,15,4,8,8,8,15,0,1,0,0,0,1,0,0,0,0,0,62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,#NAME?,1600,64000,6.32455532,3.688879454,7921,704969,9.433981132,4.48863637,256,4096,4,2.772588722,900,27000,5.477225575,3.401197382,2500,125000,7.071067812,3.912023005,225,3375,3.872983346,2.708050201,16,64,2,1.386294361,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,225,3375,3.872983346,2.708050201,3844,238328,7.874007874,4.127134385
1/14/12,4044,5440,8176,0,40,90,16,30,50,15,0,4,8,8,8,0,0,1,0,0,1,0,0,0,0,0,63,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,#NAME?,1600,64000,6.32455532,3.688879454,8100,729000,9.486832981,4.49980967,256,4096,4,2.772588722,900,27000,5.477225575,3.401197382,2500,125000,7.071067812,3.912023005,225,3375,3.872983346,2.708050201,0,0,0,#NAME?,16,64,2,1.386294361,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,3969,250047,7.937253933,4.143134726
1/15/12,5571,3287,5892,0,40,90,16,30,50,8,0,0,4,8,8,0,0,0,1,0,1,0,0,0,0,0,64,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,#NAME?,1600,64000,6.32455532,3.688879454,8100,729000,9.486832981,4.49980967,256,4096,4,2.772588722,900,27000,5.477225575,3.401197382,2500,125000,7.071067812,3.912023005,64,512,2.828427125,2.079441542,0,0,0,#NAME?,0,0,0,#NAME?,16,64,2,1.386294361,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,4096,262144,8,4.158883083
1/16/12,5002,2370,3260,0,38,90,21,30,50,8,0,0,0,4,8,1,0,0,0,0,1,0,0,0,0,0,65,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,#NAME?,1444,54872,6.164414003,3.63758616,8100,729000,9.486832981,4.49980967,441,9261,4.582575695,3.044522438,900,27000,5.477225575,3.401197382,2500,125000,7.071067812,3.912023005,64,512,2.828427125,2.079441542,0,0,0,#NAME?,0,0,0,#NAME?,0,0,0,#NAME?,16,64,2,1.386294361,64,512,2.828427125,2.079441542,4225,274625,8.062257748,4.17438727
1/17/12,2280,2019,2999,8,45,91,21,30,58,16,8,8,8,8,12,0,0,0,0,1,1,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,512,2.828427125,2.079441542,2025,91125,6.708203933,3.80666249,8281,753571,9.539392014,4.510859507,441,9261,4.582575695,3.044522438,900,27000,5.477225575,3.401197382,3364,195112,7.615773106,4.060443011,256,4096,4,2.772588722,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,144,1728,3.464101615,2.48490665,4356,287496,8.124038405,4.189654742
1/18/12,1883,1835,2951,0,45,91,14,30,58,12,8,8,8,8,8,0,0,0,0,1,1,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2025,91125,6.708203933,3.80666249,8281,753571,9.539392014,4.510859507,196,2744,3.741657387,2.63905733,900,27000,5.477225575,3.401197382,3364,195112,7.615773106,4.060443011,144,1728,3.464101615,2.48490665,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,4489,300763,8.185352772,4.204692619
1/19/12,1792,2326,3485,1,44,93,18,35,59,9,1,9,9,9,9,0,0,0,0,1,1,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1936,85184,6.633249581,3.784189634,8649,804357,9.643650761,4.532599493,324,5832,4.242640687,2.890371758,1225,42875,5.916079783,3.555348061,3481,205379,7.681145748,4.077537444,81,729,3,2.197224577,1,1,1,0,81,729,3,2.197224577,81,729,3,2.197224577,81,729,3,2.197224577,81,729,3,2.197224577,4624,314432,8.246211251,4.219507705
1/20/12,2568,5829,6746,3,44,93,18,40,62,12,4,4,12,12,12,0,1,0,0,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,27,1.732050808,1.098612289,1936,85184,6.633249581,3.784189634,8649,804357,9.643650761,4.532599493,324,5832,4.242640687,2.890371758,1600,64000,6.32455532,3.688879454,3844,238328,7.874007874,4.127134385,144,1728,3.464101615,2.48490665,16,64,2,1.386294361,16,64,2,1.386294361,144,1728,3.464101615,2.48490665,144,1728,3.464101615,2.48490665,144,1728,3.464101615,2.48490665,4761,328509,8.306623863,4.234106505
1/21/12,4002,4981,7725,2,46,96,20,40,64,14,5,6,6,14,14,0,0,1,0,0,1,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.414213562,0.693147181,2116,97336,6.782329983,3.828641396,9216,884736,9.797958971,4.564348191,400,8000,4.472135955,2.995732274,1600,64000,6.32455532,3.688879454,4096,262144,8,4.158883083,196,2744,3.741657387,2.63905733,25,125,2.236067978,1.609437912,36,216,2.449489743,1.791759469,36,216,2.449489743,1.791759469,196,2744,3.741657387,2.63905733,196,2744,3.741657387,2.63905733,4900,343000,8.366600265,4.248495242
1/22/12,7332,3401,3794,5,48,95,20,40,69,19,7,10,11,11,19,0,0,0,1,0,1,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,125,2.236067978,1.609437912,2304,110592,6.92820323,3.871201011,9025,857375,9.746794345,4.553876892,400,8000,4.472135955,2.995732274,1600,64000,6.32455532,3.688879454,4761,328509,8.306623863,4.234106505,361,6859,4.358898944,2.944438979,49,343,2.645751311,1.945910149,100,1000,3.16227766,2.302585093,121,1331,3.31662479,2.397895273,121,1331,3.31662479,2.397895273,361,6859,4.358898944,2.944438979,5041,357911,8.426149773,4.262679877
1/23/12,2682,1978,3090,1,48,95,20,40,70,20,6,8,11,12,12,1,0,0,0,0,1,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2304,110592,6.92820323,3.871201011,9025,857375,9.746794345,4.553876892,400,8000,4.472135955,2.995732274,1600,64000,6.32455532,3.688879454,4900,343000,8.366600265,4.248495242,400,8000,4.472135955,2.995732274,36,216,2.449489743,1.791759469,64,512,2.828427125,2.079441542,121,1331,3.31662479,2.397895273,144,1728,3.464101615,2.48490665,144,1728,3.464101615,2.48490665,5184,373248,8.485281374,4.276666119
1/24/12,1854,1799,3035,0,48,95,18,40,70,12,1,6,8,11,12,0,0,0,0,1,1,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2304,110592,6.92820323,3.871201011,9025,857375,9.746794345,4.553876892,324,5832,4.242640687,2.890371758,1600,64000,6.32455532,3.688879454,4900,343000,8.366600265,4.248495242,144,1728,3.464101615,2.48490665,1,1,1,0,36,216,2.449489743,1.791759469,64,512,2.828427125,2.079441542,121,1331,3.31662479,2.397895273,144,1728,3.464101615,2.48490665,5329,389017,8.544003745,4.290459441
1/25/12,2260,2380,3155,2,49,95,17,40,72,14,2,3,8,10,13,0,0,0,0,1,1,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,1.414213562,0.693147181,2401,117649,7,3.891820298,9025,857375,9.746794345,4.553876892,289,4913,4.123105626,2.833213344,1600,64000,6.32455532,3.688879454,5184,373248,8.485281374,4.276666119,196,2744,3.741657387,2.63905733,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,64,512,2.828427125,2.079441542,100,1000,3.16227766,2.302585093,169,2197,3.605551275,2.564949357,5476,405224,8.602325267,4.304065093
1/26/12,2317,3112,3950,0,49,106,19,45,72,13,2,2,3,8,10,0,0,0,0,1,1,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#NAME?,2401,117649,7,3.891820298,11236,1191016,10.29563014,4.663439094,361,6859,4.358898944,2.944438979,2025,91125,6.708203933,3.80666249,5184,373248,8.485281374,4.276666119,169,2197,3.605551275,2.564949357,4,8,1.414213562,0.693147181,4,8,1.414213562,0.693147181,9,27,1.732050808,1.098612289,64,512,2.828427125,2.079441542,100,1000,3.16227766,2.302585093,5625,421875,8.660254038,4.317488114
1/27/12,0,3268,7218,6,50,108,19,50,78,16,6,8,8,9,14,0,1,0,0,0,1,0,0,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,216,2.449489743,1.791759469,2500,125000,7.071067812,3.912023005,11664,1259712,10.39230485,4.682131227,361,6859,4.358898944,2.944438979,2500,125000,7.071067812,3.912023005,6084,474552,8.831760866,4.356708827,256,4096,4,2.772588722,36,216,2.449489743,1.791759469,64,512,2.828427125,2.079441542,64,512,2.828427125,2.079441542,81,729,3,2.197224577,196,2744,3.741657387,2.63905733,5776,438976,8.717797887,4.33073334
