Colorado (PST) SNOTEL Site Berthoud Summit - NRCS National Water and Climate Center - Provisional Data - subject to revision as of Sun Sep 13 21:38:38 PDT 2015. Notes on dates - Daily sensors (e.g. TAVG.D-1) report a summary value for the previous day.  Hourly sensors (e.g. TAVG.H-1) report a summary value for the previous hour.  Instantaneous sensors (e.g. TOBS.I-1) report a single observation on the hour.

Site Id,Date,Time,WTEQ.I-1 (in) ,SNWD.I-1 (in) ,
335,2014-03-17,,    22.8,      70,
335,2014-03-18,,    22.8,      73,
335,2014-03-19,,    23.2,      74,
335,2014-03-20,,    23.3,      71,
335,2014-03-21,,    23.3,      70,
335,2014-03-22,,    23.3,      69,
335,2014-03-23,,    23.5,      70,
335,2014-03-24,,    23.5,      69,
335,2014-03-25,,    23.5,      68,
335,2014-03-26,,    23.5,      67,
335,2014-03-27,,    23.7,      75,
335,2014-03-28,,    24.3,      77,
335,2014-03-29,,    24.5,      76,
335,2014-03-30,,    24.5,      74,
335,2014-03-31,,    24.5,      74,
335,2014-04-01,,    24.8,      77,
335,2014-04-02,,    24.8,      77,
335,2014-04-03,,    25.1,      81,
335,2014-04-04,,    25.6,      84,
335,2014-04-05,,    25.6,      81,
335,2014-04-06,,    25.6,      82,
335,2014-04-07,,    25.8,      85,
335,2014-04-08,,    26.0,      86,
335,2014-04-09,,    26.0,      80,
335,2014-04-10,,    25.9,      77,
335,2014-04-11,,    25.9,      74,
335,2014-04-12,,    25.5,      72,
335,2014-04-13,,    25.4,      71,
335,2014-04-14,,    25.8,      77,
335,2014-04-15,,    25.8,      76,
335,2014-04-16,,    25.7,      74,
335,2014-04-17,,    25.7,      74,
335,2014-04-18,,    25.7,      73,
335,2014-04-19,,    25.6,      70,
335,2014-04-20,,    25.9,      73,
335,2014-04-21,,    25.9,      70,
335,2014-04-22,,    25.8,      68,
335,2014-04-23,,    25.6,      66,
335,2014-04-24,,    25.3,      66,
335,2014-04-25,,    25.3,      66,
335,2014-04-26,,    25.1,      65,
335,2014-04-27,,    25.0,      65,
335,2014-04-28,,    25.3,      70,
335,2014-04-29,,    25.5,      71,
335,2014-04-30,,    25.8,      72,
335,2014-05-01,,    25.9,      71,
335,2014-05-02,,    25.9,      69,
335,2014-05-03,,    25.9,      66,
335,2014-05-04,,    25.8,      64,
335,2014-05-05,,    25.7,      62,
335,2014-05-06,,    25.5,      61,
335,2014-05-07,,    25.2,      60,
335,2014-05-08,,    24.9,      59,
335,2014-05-09,,    25.2,      64,
335,2014-05-10,,    25.5,      64,
335,2014-05-11,,    25.8,      62,
335,2014-05-12,,    26.4,      70,
335,2014-05-13,,    26.6,      68,
335,2014-05-14,,    26.6,      66,
335,2014-05-15,,    26.6,      66,
335,2014-05-16,,    26.6,      66,
335,2014-05-17,,    26.7,      67,
335,2014-05-18,,    26.6,      65,
335,2014-05-19,,    26.2,      62,
335,2014-05-20,,    25.8,      60,
335,2014-05-21,,    25.2,      58,
335,2014-05-22,,    24.6,      55,
335,2014-05-23,,    24.1,      53,
335,2014-05-24,,    23.2,      51,
335,2014-05-25,,    23.4,      50,
335,2014-05-26,,    23.7,      49,
335,2014-05-27,,    22.7,      48,
335,2014-05-28,,    21.7,      44,
335,2014-05-29,,    20.6,      40,
335,2014-05-30,,    19.9,      37,
335,2014-05-31,,    19.4,      33,
335,2014-06-01,,    18.2,      32,
335,2014-06-02,,    17.0,      29,
335,2014-06-03,,    15.6,      23,
335,2014-06-04,,    13.6,      22,
335,2014-06-05,,    11.8,      16,
335,2014-06-06,,    10.4,      15,
335,2014-06-07,,     9.0,      12,
335,2014-06-08,,     7.4,       7,
335,2014-06-09,,     7.2,       4,
335,2014-06-10,,     5.9,       4,
335,2014-06-11,,     5.1,       2,
335,2014-06-12,,     0.2,       0,
335,2014-06-13,,     0.0,       0,
335,2014-06-14,,     0.0,       0,
335,2014-06-15,,     0.0,       0,
335,2014-06-16,,     0.0,       0,
335,2014-06-17,,     0.0,       0,
335,2014-06-18,,     0.0,       0,
335,2014-06-19,,     0.0,       0,
335,2014-06-20,,     0.0,       0,
335,2014-06-21,,     0.0,       0,
335,2014-06-22,,     0.0,       0,
335,2014-06-23,,     0.0,       0,
335,2014-06-24,,     0.0,       0,
335,2014-06-25,,     0.0,       0,
335,2014-06-26,,     0.0,       0,
335,2014-06-27,,     0.0,       0,
335,2014-06-28,,     0.0,       0,
335,2014-06-29,,     0.0,       0,
335,2014-06-30,,     0.0,       0,
335,2014-07-01,,     0.0,       0,
335,2014-07-02,,     0.0,       0,
335,2014-07-03,,     0.0,       0,
335,2014-07-04,,     0.0,       0,
335,2014-07-05,,     0.0,       0,
335,2014-07-06,,     0.0,       0,
335,2014-07-07,,     0.0,       0,
335,2014-07-08,,     0.0,       0,
335,2014-07-09,,     0.0,       0,
335,2014-07-10,,     0.0,       0,
335,2014-07-11,,     0.0,       0,
335,2014-07-12,,     0.0,       0,
335,2014-07-13,,     0.0,       0,
335,2014-07-14,,     0.0,       0,
335,2014-07-15,,     0.0,       0,
335,2014-07-16,,     0.0,       0,
335,2014-07-17,,     0.0,       0,
335,2014-07-18,,     0.0,       0,
335,2014-07-19,,     0.0,       0,
335,2014-07-20,,     0.0,       0,
335,2014-07-21,,     0.0,       0,
335,2014-07-22,,     0.0,       0,
335,2014-07-23,,     0.0,       0,
335,2014-07-24,,     0.0,       0,
335,2014-07-25,,     0.0,       0,
335,2014-07-26,,     0.0,       0,
335,2014-07-27,,     0.0,       0,
335,2014-07-28,,     0.0,       0,
335,2014-07-29,,     0.0,       0,
335,2014-07-30,,     0.0,       0,
335,2014-07-31,,     0.0,       0,
335,2014-08-01,,     0.0,       0,
335,2014-08-02,,     0.0,       0,
335,2014-08-03,,     0.0,       0,
335,2014-08-04,,     0.0,       0,
335,2014-08-05,,     0.0,       0,
335,2014-08-06,,     0.0,       0,
335,2014-08-07,,     0.0,       0,
335,2014-08-08,,     0.0,       0,
335,2014-08-09,,     0.0,       0,
335,2014-08-10,,     0.0,       0,
335,2014-08-11,,     0.0,       0,
335,2014-08-12,,     0.0,       0,
335,2014-08-13,,     0.0,       0,
335,2014-08-14,,     0.0,       0,
335,2014-08-15,,     0.0,       0,
335,2014-08-16,,     0.0,       0,
335,2014-08-17,,     0.0,       0,
335,2014-08-18,,     0.0,       0,
335,2014-08-19,,     0.0,       0,
335,2014-08-20,,     0.0,       0,
335,2014-08-21,,     0.0,       0,
335,2014-08-22,,     0.0,       0,
335,2014-08-23,,     0.0,       0,
335,2014-08-24,,     0.0,       0,
335,2014-08-25,,     0.0,       0,
335,2014-08-26,,     0.0,       0,
335,2014-08-27,,     0.0,       0,
335,2014-08-28,,     0.0,       0,
335,2014-08-29,,     0.0,       0,
335,2014-08-30,,     0.0,       0,
335,2014-08-31,,     0.0,       0,
335,2014-09-01,,     0.0,       0,
335,2014-09-02,,     0.0,       0,
335,2014-09-03,,     0.0,       0,
335,2014-09-04,,     0.0,       0,
335,2014-09-05,,     0.0,       0,
335,2014-09-06,,     0.0,       0,
335,2014-09-07,,     0.0,       0,
335,2014-09-08,,     0.0,       0,
335,2014-09-09,,     0.0,       0,
335,2014-09-10,,     0.0,       0,
335,2014-09-11,,     0.0,       0,
335,2014-09-12,,     0.0,       0,
335,2014-09-13,,     0.0,       0,
335,2014-09-14,,     0.0,       0,
335,2014-09-15,,     0.0,       0,
335,2014-09-16,,     0.0,       0,
335,2014-09-17,,     0.0,       0,
335,2014-09-18,,     0.0,       0,
335,2014-09-19,,     0.0,       0,
335,2014-09-20,,     0.0,       0,
335,2014-09-21,,     0.0,       0,
335,2014-09-22,,     0.0,       0,
335,2014-09-23,,     0.0,       0,
335,2014-09-24,,     0.0,       0,
335,2014-09-25,,     0.0,       0,
335,2014-09-26,,     0.0,       0,
335,2014-09-27,,     0.0,       0,
335,2014-09-28,,     0.0,       0,
335,2014-09-29,,     0.0,       0,
335,2014-09-30,,     0.2,       2,
335,2014-09-30,23:59,-99.9,-99.9,
335,2014-10-01,,     0.3,       0,
335,2014-10-02,,     0.2,       0,
335,2014-10-03,,     0.1,       0,
335,2014-10-04,,     0.0,       0,
335,2014-10-05,,     0.0,       0,
335,2014-10-06,,     0.0,       0,
335,2014-10-07,,     0.0,       0,
335,2014-10-08,,     0.0,       0,
335,2014-10-09,,     0.0,       0,
335,2014-10-10,,     0.3,       0,
335,2014-10-11,,     0.1,       0,
335,2014-10-12,,     0.1,       0,
335,2014-10-13,,     0.2,       2,
335,2014-10-14,,     0.1,       1,
335,2014-10-15,,     0.0,       0,
335,2014-10-16,,     0.0,       0,
335,2014-10-17,,     0.0,       0,
335,2014-10-18,,     0.0,       0,
335,2014-10-19,,     0.0,       0,
335,2014-10-20,,     0.0,       0,
335,2014-10-21,,     0.0,       0,
335,2014-10-22,,     0.3,       1,
335,2014-10-23,,     0.1,       1,
335,2014-10-24,,     0.1,       0,
335,2014-10-25,,     0.1,       0,
335,2014-10-26,,     0.0,       0,
335,2014-10-27,,     0.0,       0,
335,2014-10-28,,     0.3,       3,
335,2014-10-29,,     0.3,       2,
335,2014-10-30,,     0.1,       1,
335,2014-10-31,,     0.1,       1,
335,2014-11-01,,     0.0,       0,
335,2014-11-02,,     0.0,       0,
335,2014-11-03,,     0.1,       1,
335,2014-11-04,,     0.4,       3,
335,2014-11-05,,     0.4,       3,
335,2014-11-06,,     0.4,       2,
335,2014-11-07,,     0.4,       1,
335,2014-11-08,,     0.4,       1,
335,2014-11-09,,     0.4,       1,
335,2014-11-10,,     0.4,       1,
335,2014-11-11,,     0.9,       6,
335,2014-11-12,,     0.9,       6,
335,2014-11-13,,     1.5,      14,
335,2014-11-14,,     1.9,      13,
335,2014-11-15,,     2.2,      14,
335,2014-11-16,,     2.9,      22,
335,2014-11-17,,     2.9,      19,
335,2014-11-18,,     3.0,      17,
335,2014-11-19,,     3.0,      16,
335,2014-11-20,,     3.0,      14,
335,2014-11-21,,     3.0,      14,
335,2014-11-22,,     3.0,      14,
335,2014-11-23,,     3.2,      17,
335,2014-11-24,,     3.7,      21,
335,2014-11-25,,     4.0,      21,
335,2014-11-26,,     4.4,      24,
335,2014-11-27,,     4.3,      21,
335,2014-11-28,,     4.2,      20,
335,2014-11-29,,     4.2,      18,
335,2014-11-30,,     4.1,      17,
335,2014-12-01,,     4.0,      17,
335,2014-12-02,,     4.1,      17,
335,2014-12-03,,     4.0,      16,
335,2014-12-04,,     4.0,      16,
335,2014-12-05,,     4.0,      16,
335,2014-12-06,,     4.1,      17,
335,2014-12-07,,     4.1,      17,
335,2014-12-08,,     4.0,      16,
335,2014-12-09,,     4.1,      16,
335,2014-12-10,,     4.1,      16,
335,2014-12-11,,     4.1,      16,
335,2014-12-12,,     4.1,      16,
335,2014-12-13,,     4.1,      16,
335,2014-12-14,,     4.2,      16,
335,2014-12-15,,     5.1,      30,
335,2014-12-16,,     5.2,      30,
335,2014-12-17,,     5.2,      28,
335,2014-12-18,,     5.3,      28,
335,2014-12-19,,     5.5,      30,
335,2014-12-20,,     5.6,      31,
335,2014-12-21,,     5.7,      32,
335,2014-12-22,,     6.9,      38,
335,2014-12-23,,     7.8,      43,
335,2014-12-24,,     7.8,      38,
335,2014-12-25,,     7.8,      36,
335,2014-12-26,,     8.2,      40,
335,2014-12-27,,     8.3,      39,
335,2014-12-28,,     8.4,      38,
335,2014-12-29,,     8.8,      42,
335,2014-12-30,,     8.9,      40,
335,2014-12-31,,     8.9,      39,




