COUNTSTATIONID,COUNTDIR,COUNTDATE,HOUR0,HOUR1,HOUR2,HOUR3,HOUR4,HOUR5,HOUR6,HOUR7,HOUR8,HOUR9,HOUR10,HOUR11,HOUR12,HOUR13,HOUR14,HOUR15,HOUR16,HOUR17,HOUR18,HOUR19,HOUR20,HOUR21,HOUR22,HOUR23,FormattedDate
000223,P,20140203,4,2,2,1,13,41,124,189,205,168,254,249,181,245,254,281,315,188,115,54,30,25,7,3,02/03/2014
000223,S,20140203,7,3,3,11,23,93,43,89,188,264,201,164,141,95,109,114,127,126,81,56,48,29,41,13,02/03/2014
000223,P,20140204,1,2,4,2,9,7,52,80,96,89,138,108,98,114,135,168,308,126,122,25,20,15,14,5,02/04/2014
000223,S,20140204,9,5,4,4,23,144,40,65,155,161,162,97,81,91,104,118,109,99,51,53,53,37,39,10,02/04/2014
000223,P,20140205,5,2,5,4,8,7,46,65,68,104,138,121,106,109,164,168,311,132,138,45,19,9,14,8,02/05/2014
000223,S,20140205,9,9,6,7,27,153,51,63,141,137,151,107,106,84,121,115,116,115,82,77,58,59,50,25,02/05/2014
000223,P,20140206,2,5,2,1,6,6,44,55,67,121,132,116,102,125,163,164,278,167,124,30,19,14,10,8,02/06/2014
000223,S,20140206,14,4,8,7,32,150,51,70,168,189,160,123,124,121,146,195,205,197,143,125,107,98,64,49,02/06/2014
000223,P,20140207,6,2,6,5,5,12,50,46,95,112,141,149,170,165,332,365,441,270,152,55,30,27,17,16,02/07/2014
000223,S,20140207,32,13,10,7,31,99,45,170,267,522,390,302,212,270,268,365,565,699,677,596,480,286,168,82,02/07/2014
000223,P,20140208,2,2,7,4,6,13,59,59,58,110,226,228,255,368,526,531,763,515,293,139,101,67,27,14,02/08/2014
000223,S,20140208,30,23,15,3,24,72,313,767,672,519,472,317,229,230,186,217,212,173,150,108,83,76,39,19,02/08/2014
000223,P,20140209,3,5,5,3,7,8,49,340,448,278,135,536,826,809,747,731,555,617,437,278,276,143,50,27,02/09/2014
000223,S,20140209,15,15,4,5,17,77,163,766,447,178,228,208,162,107,108,109,107,85,61,68,42,33,21,15,02/09/2014
000223,P,20140210,21,22,8,7,6,9,34,36,63,70,67,120,326,223,190,253,267,221,153,71,27,21,12,10,02/10/2014
000223,S,20140210,9,8,5,10,17,92,34,72,108,78,103,102,96,100,92,98,108,94,69,49,51,28,31,10,02/10/2014
000223,P,20140211,5,1,2,3,10,24,52,86,99,269,144,149,136,179,216,251,377,245,140,57,40,27,12,5,02/11/2014
000223,S,20140211,4,5,5,8,31,122,55,150,304,224,251,170,111,93,108,109,138,136,70,84,60,44,28,24,02/11/2014
000223,P,20140212,6,2,1,2,9,14,56,95,83,123,128,126,139,186,233,302,388,201,128,51,29,15,7,10,02/12/2014
000223,S,20140212,19,10,3,6,35,169,50,128,266,278,204,139,112,97,137,143,152,153,104,88,77,66,56,33,02/12/2014
000223,P,20140213,3,4,7,4,3,9,41,50,84,110,109,119,134,189,235,301,338,242,143,80,30,17,20,4,02/13/2014
000223,S,20140213,20,8,14,10,38,173,58,136,251,368,230,162,154,172,170,189,244,297,235,253,197,150,101,88,02/13/2014
000223,P,20140214,6,3,5,6,6,15,38,51,72,110,144,152,189,233,372,542,588,408,187,68,42,39,27,11,02/14/2014
000223,S,20140214,33,25,19,8,22,102,59,164,414,609,592,535,459,387,431,515,611,674,680,658,495,344,210,114,02/14/2014
