,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
2016-01-13,,,1.7,45.25,117.75,18.75,68.75,104.9,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-14,,,1.7,45.25,119.5,18.75,70.0,106.6,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-15,,,1.7,45.5,120.0,17.75,70.0,108.3,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-16,,,1.7,44.2,123.0,19.8,75.0,110.0,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-17,,,1.7,44.25,118.75,21.25,68.75,111.7,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-18,,,1.7,44.5,118.75,19.75,69.25,113.4,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-19,,,1.7,43.75,119.25,19.75,70.5,115.1,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-20,,,1.7,45.0,121.5,21.0,74.25,116.8,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-21,,,1.7,45.5,122.5,21.25,74.5,118.5,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-22,,,1.7,45.75,122.5,19.0,75.75,120.2,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-23,,,1.7,45.75,121.25,19.0,74.75,121.9,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-24,,,1.7,45.5,121.25,19.75,74.75,123.6,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-25,,,1.7,44.0,116.6666667,18.33333333,68.0,125.3,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-26,,,1.7,45.0,124.0,21.25,76.0,127.0,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-27,,,1.7,45.0,126.5,19.75,78.75,128.7,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-28,,,1.7,48.75,123.5,19.5,76.0,130.4,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-29,,,1.7,48.75,123.75,19.5,77.25,132.1,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-30,,,1.7,50.5,122.0,18.75,76.25,133.8,11.9,3.4,5.1,6.8,8.5,10.2
2016-01-31,,,1.7,56.4,124.8,20.4,79.8,135.5,11.9,3.4,5.1,6.8,8.5,10.2
2016-02-01,,,2.2,53.75,127.75,21.5,78.5,137.7,11.9,3.4,5.1,6.8,8.5,10.2
2016-02-02,,,2.2,54.5,127.75,20.0,78.5,139.9,12.4,3.9,5.6,7.3,9.0,10.7
2016-02-03,,,2.2,52.6,127.8,20.2,77.0,142.1,12.9,4.4,6.1,7.8,9.5,11.2
2016-02-04,,,2.2,49.5,124.0,20.25,75.0,144.3,13.4,4.4,6.6,8.3,10.0,11.7
2016-02-05,,,2.2,54.25,129.75,19.75,80.0,146.5,13.9,4.4,6.6,8.8,10.5,12.2
2016-02-06,,,2.2,54.0,130.0,19.0,80.0,148.7,14.4,4.4,6.6,8.8,11.0,12.7
2016-02-07,,,2.2,55.5,130.0,20.5,80.0,150.9,14.9,4.4,6.6,8.8,11.0,13.2
2016-02-08,,,2.2,55.0,131.0,20.25,80.0,153.1,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-09,,,2.2,55.4,131.8,20.4,84.0,155.3,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-10,,,2.2,59.25,131.5,20.0,81.25,157.5,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-11,,,2.2,58.4,129.2,20.8,77.0,159.7,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-12,,,2.2,60.5,131.5,20.5,81.25,161.9,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-13,,,2.2,61.5,131.75,19.25,81.25,164.1,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-14,,,2.2,64.25,132.0,20.0,83.75,166.3,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-15,,,2.2,63.5,130.25,21.25,85.0,168.5,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-16,,,2.2,62.25,130.5,22.75,83.75,170.7,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-17,,,2.2,62.8,131.0,22.6,82.0,172.9,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-18,,,2.2,61.4,133.8,21.2,88.0,175.1,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-19,,,2.2,59.0,132.75,20.25,85.75,177.3,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-20,,,2.2,62.25,131.5,20.5,85.0,179.5,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-21,,,2.2,57.66666667,130.3333333,20.66666667,81.66666667,181.7,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-22,,,2.2,63.25,131.75,21.5,90.25,183.9,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-23,,,2.2,64.25,132.0,21.25,90.25,186.1,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-24,,,2.2,64.75,133.75,20.5,91.5,188.3,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-25,,,2.2,64.5,132.0,23.0,87.75,190.5,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-26,,,2.2,65.8,135.6,20.4,93.2,192.7,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-27,,,2.2,65.0,132.5,19.0,91.75,194.9,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-28,,,2.2,67.25,132.5,20.25,91.75,197.1,15.4,4.4,6.6,8.8,11.0,13.2
2016-02-29,,,2.2,67.0,129.0,19.0,85.0,199.3,15.4,4.4,6.6,8.8,11.0,13.2
2016-03-01,,,1.6,69.0,133.25,21.5,92.25,200.9,15.4,4.4,6.6,8.8,11.0,13.2
2016-03-02,,,1.6,70.5,133.25,21.5,92.25,202.5,14.8,3.8,6.0,8.2,10.4,12.6
2016-03-03,,,1.6,71.0,135.4,20.8,93.6,204.1,14.2,3.2,5.4,7.6,9.8,12.0
2016-03-04,,,1.6,70.0,135.3333333,20.33333333,93.33333333,205.7,13.6,3.2,4.8,7.0,9.2,11.4
2016-03-05,,,1.6,71.5,136.25,19.0,93.5,207.3,13.0,3.2,4.8,6.4,8.6,10.8
2016-03-06,,,1.6,70.5,134.25,19.25,92.25,208.9,12.4,3.2,4.8,6.4,8.0,10.2
2016-03-07,,,1.6,69.0,134.25,20.25,92.25,210.5,11.8,3.2,4.8,6.4,8.0,9.6
2016-03-08,,,1.6,70.5,134.25,20.5,92.25,212.1,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-09,,,1.6,70.25,134.25,22.0,92.25,213.7,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-10,,,1.6,71.5,133.0,22.0,92.25,215.3,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-11,,,1.6,71.25,133.0,21.0,92.25,216.9,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-12,,,1.6,74.8,133.4,20.2,92.8,218.5,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-13,,,1.6,70.25,133.0,20.25,92.25,220.1,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-14,,,1.6,68.8,133.4,21.6,92.6,221.7,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-15,,,1.6,69.0,133.0,21.25,92.25,223.3,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-16,,,1.6,67.5,132.75,22.25,92.25,224.9,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-17,,,1.6,67.0,132.5,21.75,92.25,226.5,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-18,,,1.6,68.5,132.5,20.75,92.25,228.1,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-19,,,1.6,69.33333333,131.6666667,19.66666667,91.66666667,229.7,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-20,,,1.6,68.25,134.0,20.0,93.25,231.3,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-21,,,1.6,68.25,132.5,20.5,92.25,232.9,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-22,,,1.6,68.0,132.5,21.75,92.25,234.5,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-23,,,1.6,68.75,131.75,21.5,91.0,236.1,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-24,,,1.6,62.5,127.25,22.75,86.25,237.7,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-25,,,1.6,66.8,129.8,21.8,88.6,239.3,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-26,,,1.6,69.75,131.5,20.5,90.75,240.9,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-27,,,1.6,69.75,131.25,20.0,90.75,242.5,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-28,,,1.6,70.25,129.5,21.25,90.75,244.1,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-29,,,1.6,68.5,129.75,21.25,90.75,245.7,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-30,,,1.6,67.75,129.5,21.0,90.75,247.3,11.2,3.2,4.8,6.4,8.0,9.6
2016-03-31,,,1.6,67.75,129.25,20.5,91.0,248.9,11.2,3.2,4.8,6.4,8.0,9.6
2016-04-01,,,1.4,67.0,127.3333333,19.33333333,88.33333333,250.3,11.2,3.2,4.8,6.4,8.0,9.6
2016-04-02,,,1.4,66.5,122.0,18.5,84.5,251.7,11.0,3.0,4.6,6.2,7.8,9.4
2016-04-03,,,1.4,68.25,120.75,18.0,84.5,253.1,10.8,2.8,4.4,6.0,7.6,9.2
2016-04-04,,,1.4,70.0,121.25,19.0,85.25,254.5,10.6,2.8,4.2,5.8,7.4,9.0
2016-04-05,,,1.4,68.0,121.25,20.0,85.25,255.9,10.4,2.8,4.2,5.6,7.2,8.8
2016-04-06,,,1.4,68.0,121.0,19.25,85.0,257.3,10.2,2.8,4.2,5.6,7.0,8.6
2016-04-07,,,1.4,68.0,121.25,18.25,85.25,258.7,10.0,2.8,4.2,5.6,7.0,8.4
2016-04-08,,,1.4,69.0,118.6666667,18.0,83.66666667,260.1,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-09,,,1.4,67.75,121.0,17.5,85.25,261.5,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-10,,,1.4,66.25,120.5,17.5,84.75,262.9,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-11,,,1.4,66.25,119.25,17.5,84.75,264.3,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-12,,,1.4,61.6,111.0,17.4,79.8,265.7,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-13,,,1.4,67.4,119.8,20.0,85.4,267.1,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-14,,,1.4,66.25,115.25,18.25,84.0,268.5,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-15,,,1.4,70.4,118.0,18.0,85.4,269.9,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-16,,,1.4,72.25,111.75,15.25,79.0,271.3,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-17,,,1.4,74.2,111.8,16.0,81.2,272.7,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-18,,,1.4,76.75,104.0,15.0,76.5,274.1,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-19,,,1.4,74.25,104.5,16.0,76.75,275.5,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-20,,,1.4,75.4,107.6,15.6,77.2,276.9,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-21,,,1.4,73.75,90.0,11.0,63.75,278.3,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-22,,,1.4,63.5,67.0,6.5,48.5,279.7,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-23,,,1.4,76.5,105.5,9.0,74.0,281.1,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-24,,,1.4,83.0,104.5,9.0,73.5,282.5,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-25,,,1.4,73.5,99.0,9.0,69.5,283.9,9.8,2.8,4.2,5.6,7.0,8.4
2016-04-26,,,1.4,74.5,96.0,9.0,67.5,285.3,9.8,2.8,4.2,5.6,7.0,8.4
