,away_WP,to_WP,day_of_week,skiers,new_24,basedepth,open_trails,open_lifts,open_percent,tot_snow,week_snow_tot,2day_snow_tot,3day_snow_tot,4day_snow_tot,5day_snow_tot,6day_snow_tot
12/23/11,3815,4680,4,3934,0,26,42,13,20,31,6,6,6,6,6,6
12/24/11,2582,3028,5,4799,0,26,42,14,20,31,6,0,6,6,6,6
12/25/11,2246,2802,6,5245,0,26,42,14,20,31,6,0,0,6,6,6
12/26/11,4887,5775,0,5801,0,26,54,14,20,31,6,0,0,0,6,6
12/27/11,4241,4642,1,6689,0,26,58,15,20,31,6,0,0,0,0,6
12/28/11,4208,4611,2,7090,0,26,65,15,20,31,6,0,0,0,0,0
12/29/11,4260,4682,3,7493,0,26,67,15,20,31,0,0,0,0,0,0
12/30/11,4908,5916,4,7915,0,26,56,14,20,31,0,0,0,0,0,0
12/31/11,3346,3391,5,8923,0,26,55,14,20,31,0,0,0,0,0,0
1/1/12,5730,2700,6,8968,4,28,55,14,20,35,4,4,4,4,4,4
1/2/12,6268,3267,0,5938,0,28,56,14,20,35,4,4,4,4,4,4
1/3/12,2924,2294,1,2937,0,28,63,15,20,35,4,0,4,4,4,4
1/4/12,2334,2303,2,2307,0,28,63,15,20,35,4,0,0,4,4,4
1/5/12,2359,2490,3,2276,0,31,63,15,20,35,4,0,0,0,4,4
1/6/12,2638,4091,4,2407,0,31,63,15,20,35,4,0,0,0,0,4
1/7/12,3077,3199,5,3860,0,31,63,15,20,35,4,0,0,0,0,0
1/8/12,4887,2904,6,3982,7,30,63,15,20,42,7,7,7,7,7,7
1/9/12,2387,2066,0,1999,0,38,71,15,25,42,7,7,7,7,7,7
1/10/12,2110,2069,1,1678,0,38,72,15,25,42,7,0,7,7,7,7
1/11/12,1670,1737,2,1637,4,39,80,16,30,46,11,4,4,11,11,11
1/12/12,2681,3030,3,1704,4,41,88,16,35,50,15,8,8,8,15,15
1/13/12,2996,5877,4,2053,0,40,89,16,30,50,15,4,8,8,8,15
1/14/12,4044,5440,5,4934,0,40,90,16,30,50,15,0,4,8,8,8
1/15/12,5571,3287,6,6330,0,40,90,16,30,50,8,0,0,4,8,8
1/16/12,5002,2370,0,4046,0,38,90,21,30,50,8,0,0,0,4,8
1/17/12,2280,2019,1,1414,8,45,91,21,30,58,16,8,8,8,8,12
1/18/12,1883,1835,2,1153,0,45,91,14,30,58,12,8,8,8,8,8
1/19/12,1792,2326,3,1105,1,44,93,18,35,59,9,1,9,9,9,9
1/20/12,2568,5829,4,1639,3,44,93,18,40,62,12,4,4,12,12,12
1/21/12,4002,4981,5,4900,2,46,96,20,40,64,14,5,6,6,14,14
1/22/12,7332,3401,6,5879,5,48,95,20,40,69,19,7,10,11,11,19
1/23/12,2682,1978,0,1948,1,48,95,20,40,70,20,6,8,11,12,12
1/24/12,1854,1799,1,1244,0,48,95,18,40,70,12,1,6,8,11,12
1/25/12,2260,2380,2,1189,2,49,95,17,40,72,14,2,3,8,10,13
1/26/12,2317,3112,3,1309,0,49,106,19,45,72,13,2,2,3,8,10
1/27/12,0,3268,4,2104,6,50,108,19,50,78,16,6,8,8,9,14
1/28/12,4862,5658,5,5372,1,53,111,23,50,79,15,7,7,9,9,10
1/29/12,8060,4229,6,6168,0,53,112,23,55,79,10,1,7,7,9,9
1/30/12,3122,2676,0,2337,0,52,111,20,55,79,9,0,1,7,7,9
1/31/12,2978,2142,1,1891,0,52,113,19,55,79,9,0,0,1,7,7
2/1/12,2266,2294,2,1055,0,52,113,19,55,79,7,0,0,0,1,7
2/2/12,2119,3108,3,1083,0,47,113,19,55,79,7,0,0,0,0,1
2/3/12,0,3268,4,2072,1,47,113,19,55,80,2,1,1,1,1,1
2/4/12,3380,3731,5,5340,0.5,43.5,113,21,55,81,1.5,1.5,1.5,1.5,1.5,1.5
2/5/12,5819,2848,6,5691,0,47,113,22,55,81,1.5,0.5,1.5,1.5,1.5,1.5
2/6/12,2497,1796,0,2720,0,46,114,18,55,81,1.5,0,0.5,1.5,1.5,1.5
2/7/12,1710,1733,1,2019,1,46,114,18,55,82,2.5,1,1,1.5,2.5,2.5
2/8/12,2084,2302,2,2042,0,46,118,18,55,82,2.5,1,1,1,1.5,2.5
2/9/12,2186,2665,3,2260,4,50,118,18,55,86,6.5,4,5,5,5,5.5
2/10/12,2757,6234,4,2739,4,54,120,18,60,90,9.5,8,8,9,9,9
2/11/12,4506,5213,5,6216,4,54,120,23,60,96,13,8,12,12,13,13
2/12/12,7601,3338,6,6923,0,57,120,23,60,98,13,4,8,12,12,13
2/13/12,2795,2155,0,2660,5,60,120,18,60,103,18,5,9,13,17,17
2/14/12,2052,2024,1,2020,4,63,121,18,70,107,21,9,9,13,17,21
2/15/12,2194,2416,2,1992,1,62,123,19,75,108,22,5,10,10,14,18
2/16/12,2486,3521,3,2214,1,60,123,19,75,109,19,2,6,11,11,15
2/17/12,3385,7731,4,3249,0,60,127,20,80,109,15,1,2,6,11,11
2/18/12,4542,6345,5,7595,1,60,127,24,80,110,12,1,2,3,7,12
2/19/12,6623,4116,6,9398,0,53,127,23,80,110,12,1,1,2,3,7
2/20/12,3989,0,0,6891,4,62,127,23,80,114,11,4,5,5,6,7
2/21/12,3009,2249,1,2902,1,61,127,19,80,115,8,5,5,6,6,7
2/22/12,2074,2075,2,2142,1,58,127,19,80,116,8,2,6,6,7,7
2/23/12,1043,1691,3,2143,7,63,128,19,80,123,14,8,9,13,13,14
2/24/12,3352,6411,4,2791,1,63,128,19,80,124,15,8,9,10,14,14
2/25/12,4996,5498,5,5850,0,61,128,24,80,124,14,1,8,9,10,14
2/26/12,7147,3134,6,6352,2,61,129,23,80,126,16,2,3,10,11,12
2/27/12,2938,2142,0,2339,0,59,129,19,85,126,12,2,2,3,10,11
2/28/12,1607,1640,1,1543,0,59,129,19,85,126,11,0,2,2,3,10
2/29/12,2386,2567,2,1576,9,67,129,19,85,135,19,9,9,11,11,12
3/1/12,0,843,3,1757,1,64,129,19,85,136,13,10,10,10,12,12
3/2/12,0,3982,4,2600,6,64,129,19,85,142,18,7,16,16,16,18
3/3/12,4848,5345,5,6582,1,68,129,24,85,143,19,7,8,17,17,17
3/4/12,8124,3509,6,7079,1,64,128,23,85,144,18,2,8,9,18,18
3/5/12,2966,2253,0,2464,2,65,132,19,85,146,20,3,4,10,11,20
3/6/12,2356,2264,1,1751,0,64,132,19,85,146,20,2,3,4,10,11
3/7/12,1947,2077,2,1659,0,63,132,19,85,146,11,0,2,3,4,10
3/8/12,2347,2827,3,1789,0,63,132,19,85,146,10,0,0,2,3,4
3/9/12,2983,5594,4,2269,0,62,132,19,85,146,4,0,0,0,2,3
3/10/12,4336,5520,5,4880,0,62,127,24,85,146,3,0,0,0,0,2
3/11/12,1949,0,6,6064,0,61,127,23,85,146,2,0,0,0,0,0
3/12/12,2821,2543,0,4115,0,59,127,19,85,146,0,0,0,0,0,0
3/13/12,2506,2352,1,3837,0,58,127,19,85,146,0,0,0,0,0,0
3/14/12,2687,2560,2,3683,0,58,127,19,85,146,0,0,0,0,0,0
3/15/12,2787,2865,3,3556,0,58,127,20,85,146,0,0,0,0,0,0
3/16/12,3291,4648,4,3634,0,57,126,20,85,146,0,0,0,0,0,0
3/17/12,3821,4145,5,4991,0,57,125,24,85,146,0,0,0,0,0,0
3/18/12,4877,2718,6,5315,0,56,125,23,85,146,0,0,0,0,0,0
3/19/12,2180,2014,0,3156,4,58,125,19,85,150,4,4,4,4,4,4
3/20/12,2325,2238,1,2990,3,60,125,19,85,153,7,7,7,7,7,7
3/21/12,2533,2453,2,2903,0,61,125,19,85,153,7,3,7,7,7,7
3/22/12,2503,2797,3,2823,0,59,125,19,85,153,7,0,3,7,7,7
3/23/12,2945,4555,4,3117,0,57,123,20,80,153,7,0,0,3,7,7
3/24/12,3573,4293,5,4727,0,54,123,24,80,153,7,0,0,0,3,7
3/25/12,4635,2896,6,5447,0,55,123,23.5,80,153,7,0,0,0,0,3
3/26/12,2837,2400,0,3708,0,55,123,19,80,153,3,0,0,0,0,0
3/27/12,2571,2408,1,3271,0,54,122,19,80,153,0,0,0,0,0,0
3/28/12,2574,2675,2,3108,0,54,115,19,80,153,0,0,0,0,0,0
3/29/12,2639,2892,3,3209,0,53,116,19,80,153,0,0,0,0,0,0
3/30/12,3070,3767,4,3462,0,52,115,18,80,153,0,0,0,0,0,0
3/31/12,3250,2938,5,4159,0,51,112,20,80,153,0,0,0,0,0,0
4/1/12,4210,1971,6,3847,0,49,104,19,70,153,0,0,0,0,0,0
4/2/12,1890,1494,0,1608,0,49,91,15,60,153,0,0,0,0,0,0
4/3/12,1418,1353,1,1212,1,49,86,15,60,154,1,1,1,1,1,1
4/4/12,1861,1874,2,1147,1,49,84,14,60,155,2,2,2,2,2,2
4/5/12,1965,2158,3,1160,0,48,84,14,60,155,2,1,2,2,2,2
4/6/12,2274,3001,4,1353,0,47,84,13,60,155,2,0,1,2,2,2
4/7/12,2535,2327,5,2080,0,47,84,13,60,155,2,0,0,1,2,2
4/8/12,2786,1485,6,1872,0,47,83,15,60,155,2,0,0,0,1,2
4/9/12,1790,1520,0,571,0,47,83,13,60,155,2,0,0,0,0,1
4/10/12,1632,1616,1,301,0,47,83,13,60,155,1,0,0,0,0,0
4/11/12,1717,1675,2,285,0,47,78,13,60,155,0,0,0,0,0,0
4/12/12,1711,1728,3,243,0,46,78,13,60,155,0,0,0,0,0,0
4/13/12,1877,2476,4,260,1,45,74,13,60,156,1,1,1,1,1,1
4/14/12,1600,1893,5,859,1,43,66,13,60,157,2,2,2,2,2,2
4/15/12,2467,1578,6,1152,6,47,66,13,60,163,8,7,8,8,8,8
4/16/12,1681,1447,0,263,4,54,53,6,40,167,12,10,11,12,12,12
4/17/12,1580,1551,1,29,0,54,22,6,30,167,12,4,10,11,12,12
4/18/12,1537,1573,2,0,0,54,22,5,30,167,12,0,4,10,11,12
4/19/12,1524,1661,3,36,2,49,22,5,30,169,14,2,2,6,12,13
4/20/12,1806,2960,4,173,1,51,22,5,25,170,14,3,3,3,7,13
4/21/12,2095,2725,5,1327,0,51,22,5,18,170,13,1,3,3,3,7
4/22/12,3571,1912,6,1957,0,50,22,5,18,170,7,0,1,3,3,3
